date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month,ber_rating,bedrooms,bathrooms,floor_area
06/03/2026,"1 SHANNON HEIGHTS, BALLYLEAGUE, ROSCOMMON",Roscommon,N39PN44,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"1 The Magnolia, Silver Vale, Cookstown Road",Wicklow,,"€863,436.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"10 CASTLE HILL, BENNETTSBRIDGE ROAD, KILKENNY",Kilkenny,R95X7F7,"€447,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"10 EMIR COURT, GLENBEIGH, CO KERRY",Kerry,V93TH94,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"10 HAZELWOOD CRESCENT, KILCOOLE CO WICKLOW",Wicklow,A63XK64,"€140,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"10 KILLALOE RETIREMENT VILLAGE, KILLALOE, CLARE",Clare,V94AE2D,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"10 MYRTLE PARK, DUN LAOGHAIRE, DUBLIN",Dublin,A96HK19,"€1,620,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"10 The Beeches, Meadow Mill, Athy",Kildare,,"€339,207.05",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"100 LAKE DRIVE, KILMINCHY, PORTLAOISE",Laois,R32RY7W,"€337,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"11 AMBERLEY LAWN, GRANGE, DOUGLAS",Cork,T12HDH0,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"11 COOLBAWN COURT, MIDLETON, CORK",Cork,P25HP58,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"11 DODDER TERRACE, IRISHTOWN, DUBLIN 4",Dublin,D04YN80,"€515,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"11 DUNLIN ST, ASTON VILLAGE, DROGHEDA",Louth,A92R88H,"€318,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"11 Laracor Drive, Summerhill, Co Meath",Meath,,"€348,017.62",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"115 MAYORSTONE AVE, OLD CRATLOE RD, LIMERICK",Limerick,V94N5CY,"€284,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"115 MONIVEA PARK, BALLYBANE, GALWAY",Galway,H91E4PN,"€351,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"11A CADOGAN ROAD, FAIRVIEW, DUBLIN 3",Dublin,D03N7Y4,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"12 BARTRA GREEN, KILLALA, COUNTY MAYO",Mayo,F26XR26,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"12 EMERALD COTTAGES, DUBLIN 4, D04 K8A0",Dublin,D04K8A0,"€1,044,052.86",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"13 Ballisk Park Close, Ballisk Park, New Road  Donabate",Dublin,,"€418,942.73",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"13 RIVERSIDE, KILMALOGUE, PORTARLINGTON",Offaly,R32KH94,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"14 CEDARHURST RD, PHOENIX PARK RACECOURSE, CASTLEKNOCK DUBLIN 15",Dublin,D15T028,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"14 ELDER PARK HEIGHTS, ELDER HEATH, KILTIPPER ROAD",Dublin,D24T2XV,"€505,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"14 THE DRIVE, STONEHAVEN, NAAS",Kildare,W91DW3R,"€466,960.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"14 THE GREEN, ELSMORE, NAAS",Kildare,W91XTK5,"€492,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"142 ALPINE HEIGHTS, CLONDALKIN, DUBLIN 22",Dublin,D22YW10,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"15 Market Close, Dunlavin",Wicklow,W91YXF9,"€422,907.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"15 PARK HOUSE, BALDOYLE, DUBLIN 13",Dublin,D13PHY3,"€742,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"15 TUDOR LAWNS, FOXROCK, DUBLIN 18",Dublin,D18A6Y5,"€885,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"16 Aderrig Manor, Adamstown, Lucan",Dublin,,"€412,844.03",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"16 Cornamaddy Green, Cornamaddy, Athlone",Westmeath,,"€312,775.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"16 LIOS NA SIDHE, MILFORD GRANGE, CASTLETROY",Limerick,V94YRN3,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"162 THE GALLERY, DONABATE, DUBLIN",Dublin,K36EK25,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"17 ROSEMOUNT CLOSE, CAHIR, TIPPERARY",Tipperary,E21W544,"€209,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"17 THE CRESCENT, MILLERS GLEN, SWORDS",Dublin,K67K8H3,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"172 BRU NA SIONNA, SHANNON TOWN CENTRE, SHANNON",Clare,V14RC99,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"174 HILLSIDE, GREYSTONES, WICKLOW",Wicklow,A63HH52,"€775,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"18 Aderrig Manor, Adamstown, Lucan",Dublin,,"€440,528.63",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"18 CASTLE VILLAGE WOODS, CELBRIDGE, KILDARE",Kildare,W23XT67,"€481,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"18 HAZELWOOD, CASTLETROY, LIMERICK",Limerick,V94K6RH,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"18 The Elder, Pierce Park, Station Road",Kildare,,"€370,044.05",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"18 The Grove, Páirc Na Manach, Newbridge",Kildare,W12KN25,"€400,881.06",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"18 THE MAPLES, BRIDGEMOUNT, CARRIGALINE",Cork,P43A093,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"186 TIMBER MILLS, KILMORE RD, ARTANE DUBLIN 5",Dublin,D05FK51,"€383,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"19 Ash Court, The Willows, Dunshaughlin",Meath,,"€440,500.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"2 BRIDGEWELL, JOHNSTOWNBRIDGE, CO KILDARE",Kildare,A83RR80,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"2 MULLAGH, DROMAHAIR, LEITRIM",Leitrim,F91D6C8,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"2 SOUTH SHORE GATE, SOUTH SHORE DR, LAYTOWN",Meath,A92E7D8,"€270,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"2 The Wisteria, Silver Vale, Cookstown Road",Wicklow,,"€775,000.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"20 CAIRNSFORT, GOLF LINKS RD, CASTLETROY",Limerick,V94VRX6,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"20 The Square, Fox Meadow, Loughmacask",Kilkenny,,"€577,092.51",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"21 Belmont View, Ballyard, Tralee",Kerry,,"€460,000.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"21 CASTLEGATE, BULLOCK LANE, MAIN ST",Cavan,H12WN20,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"22 CASTLETOWN, LEIXLIP, KILDARE",Kildare,W23E0H3,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"22 CEDAR AVENUE, THE GALLOPS, LATT",Cavan,H12DP38,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"22 GLEDSWOOD AVE, CLONSKEAGH, DUBLIN 14",Dublin,D14K286,"€1,350,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"22 RADHAIRC AN CHUAIN, HARBOUR ST, MULLINGAR",Westmeath,N91K443,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"23 SARSFIELD STREET, ABBEYSIDE, DUNGARVAN",Waterford,X35VP29,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"23 THE BAWN, MALAHIDE, CO DUBLIN",Dublin,K36WD85,"€800,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"24  Rockgate, Baneshane, Midleton",Cork,,"€440,528.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"24 CASTLE COURT, CARRICK ON SUIR, CO TIPPERARY",Tipperary,E32NH63,"€313,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"24 Golden Ridge Road, Rush",Dublin,,"€418,502.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"24 Ridley Way, Ridley Place, Tullamore",Offaly,,"€339,449.33",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"24 WOODLANDS, WESTERN RD, CLONAKILTY",Cork,P85V677,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"25 Church Fields Glen, Church Fields",Dublin,,"€378,854.63",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"25 GLENOMENA PARK, BLACKROCK, DUBLIN",Dublin,A94KW62,"€1,425,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"25 HUNTERS AVE, CASTLEGRANGE, WATERFORD",Waterford,X91R7VC,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"25 WOODBROOK PARK, CARPENTERSTOWN RD, CASTLEKNOCK DUBLIN 15",Dublin,D15HE93,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"258 Gleann an Ghairdin, Ballytegan Road, Gorey",Wexford,Y25E2F7,"€344,559.47",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"26 CLUAIN ARD, BALLYVELLY, TRALEE",Kerry,V92E6R3,"€237,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"26 COLLEGE DR, COBH, CORK",Cork,P24XY66,"€324,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"26 ESKER PINES, ESKER, LUCAN",Dublin,K78A395,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"26 THE GREEN, THE PADDOCKS, HANSFIELD",Dublin,D15PPK1,"€655,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"27 MEADOWBANK, BUSHY PARK ROAD, TERENURE",Dublin,D06H6V2,"€605,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"28 GAEL'S REST, CLONATTIN ROAD, GOREY",Wexford,Y25V0T0,"€360,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"3 ASSUMPTION ROAD, ATHLONE, COUNTY WESTMEATH",Westmeath,N37N627,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"3 Foxrock Grove, Foxrock",Dublin,,"€753,303.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"3 Moores Road, Ard Griffin, Water Rock",Cork,,"€356,828.19",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"3 RIVERWALK, CHARLESTOWN, MAYO",Mayo,F12NN99,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"3 ST KILLIAN'S PARK, CLONDALKIN, DUBLIN 22",Dublin,D22HF62,"€292,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"30 GLEN ELLAN GREEN, SWORDS, DUBLIN",Dublin,K67F446,"€595,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"30 SOMERVILLE, CHURCH RD, CARRIGALINE",Cork,P43XR29,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"31 ARD NA CUAIN, WHITEROCK, WEXFORD",Wexford,Y35E3C6,"€476,300.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"32 HARCOURT LODGE, SOUTHERN CROSS AVE, INCHICORE DUBLIN 8",Dublin,D08PP93,"€256,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"33 Park Close, Park, WEXFORD",Wexford,,"€351,982.37",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"33 ROSSVALE COURT, MOUNTMELLICK ROAD, PORTLAOISE",Laois,R32Y6PD,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"33 THE CLOISTERS, ABBEYDORNEY, TRALEE",Kerry,V92N2P3,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"34 Glenmore Heights, Lehenaghmore, Togher",Cork,,"€261,189.00",Yes,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"34 ROSE LAWN, BALLINACURRA, MIDLETON",Cork,P25RR92,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"34 ST ENDAS RD, GURRANEBRAHER, CORK",Cork,T23HK7K,"€257,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"36 Ballisk Park Terrace, Ballisk Park, New Road",Dublin,,"€418,942.73",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"37 ASHBROOK CRESCENT, ENNIS RD, LIMERICK",Limerick,V94A7ND,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"37 NEWBOROUGH, GOREY, WEXFORD",Wexford,Y25KW99,"€223,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"38 MONALEE MANOR, KNOCKNACARRA, GALWAY",Galway,H91P6WK,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"39 SPRINGDALE, CLONATTIN, GOREY",Wexford,Y25C306,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"4 MAIN HOUSE, SIMMONSCOURT CASTLE, SIMMONSCOURT ROAD",Dublin,D04H2W8,"€1,300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"4 MARKET STREET, SKIBBEREEN, CO CORK",Cork,P81PD25,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"4 OGROWNEY CLOSE, ATHBOY, MEATH",Meath,C15P8D7,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"4 WHELAN ST, MONASTEREVIN, KILDARE",Kildare,W34V277,"€233,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"404 CLONTARF RD, DOLLYMOUNT, DUBLIN 3",Dublin,D03W016,"€950,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"41 Ferns Walk, Ferns Bridge, Monasterevin",Kildare,,"€343,612.34",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"41 GALTEE TERRACE, CASTLE ST, WATERFORD",Waterford,X91FX9E,"€180,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"41 THE SPIRES, CHURCH RD, BALLINA",Mayo,F26H7A4,"€286,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"42 AN MHAINISTIR, LAKEVIEW CLAREGALWAY, GALWAY",Galway,H91W2FX,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"42 BOTANIC AVE, DRUMCONDRA, DUBLIN 9",Dublin,D09TX48,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"43 THE GREEN, OLD GRANGE WOOD, MONASTEREVIN",Kildare,W34Y073,"€427,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"44 COILLE DIOS ATHBOY, CO. MEATH",Meath,C15F3P9,"€120,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"44 CORRYBRENNAN PARK, BALLYBAY",Monaghan,A75XW13,"€69,521.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"44 RIVERSIDE PARK, CLONSHAUGH, DUBLIN 17",Dublin,D17YY72,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"44 TURVEY GREEN, DONABATE, DUBLIN",Dublin,K36P043,"€485,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"45 CASTLEGRANGE SQ, CLONDALKIN, DUBLIN 22",Dublin,D22YY10,"€333,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"47 The Avenue, Hawks Bay, Wicklow Town",Wicklow,,"€488,986.78",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"49 Coppinger Green, Lakeview, Midleton",Cork,,"€365,638.75",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"5 GLEBE MANOR, WHITEGATE, MIDLETON",Cork,P25Y499,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"5 Knightswood Lane, Knightswood, Williamstown",Waterford,,"€370,000.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"5 NEWGRANGE RD, CABRA, DUBLIN 7",Dublin,D07NVR6,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"5 RATHMINES PARK, RATHMINES, DUBLIN 6",Dublin,D06E0X8,"€990,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"5 RIDGE RD, PORTLAOISE, LAOIS",Laois,R32FE0P,"€254,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"5 SARSFIELD AVE, TRIM, MEATH",Meath,C15TN12,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"5 SEACOURT, SEAFIELD RD, CLONTARF DUBLIN 3",Dublin,D03YV61,"€975,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"5 THE COURTYARD, BALLYCARNANE",Waterford,,"€319,604.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"52 CAISLEAN RI, ATHENRY, CO GALWAY",Galway,H65PA07,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"52 Lyreen Meadows, Oughterany Village, Branganstwon",Kildare,,"€431,718.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"53 MAYDENHAYES ROAD, MORNINGTON, COUNTY MEATH",Meath,A92XN6R,"€466,000.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"53A BEAUFIELD PARK, STILLORGAN, CO DUBLIN",Dublin,A94H242,"€841,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"54 GREEN PARK RD, BRAY, CO WICKLOW",Wicklow,A98P782,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"54 LACKEN FUNE, DUNGARVAN, WATERFORD",Waterford,X35NN24,"€242,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"58 CHURCHFIELDS, DELGANY",Wicklow,,"€541,850.22",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"6 railway close, shilleagh road, tullow",Carlow,,"€263,436.12",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"6 RATH LUÁIN, SPARROW ROAD, DUNLAVIN",Wicklow,W91TK5E,"€830,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"6 RIVERSIDE GROVE, QUAY RD, BALLINA",Mayo,F26E4H0,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"6 SARSFIELD HOUSE, SARSFIELD QUAY, DUBLIN",Dublin,D07WY63,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"60 THE WOOD, MILLBROOKE LAWNS, TALLAGHT DUBLIN 24",Dublin,D24PW9H,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"61 ALDERWOOD, CARRICKMACROSS, MONAGHAN",Monaghan,A81KR79,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"63 CLUAIN LOINN, KELLS RD, OLDCASTCE",Meath,A82PT10,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"63 Danesfort  Ballincrokig, Whites Cross  Cork",Cork,,"€343,611.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"63 JAMESTOWN AVE, INCHICORE, DUBLIN 8",Dublin,D08H2WF,"€439,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"63 Rath Park, Shanrath, Athy",Kildare,,"€351,542.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"65 BRUACH TAILTE, NENAGH, TIPPERARY",Tipperary,E45R296,"€402,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"65 WINDERMERE, CLONSILLA, DUBLIN 15",Dublin,D15V8N4,"€552,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"67 BALLYSPILLANE, KILLARNEY, KERRY",Kerry,V93E6FK,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"68 Ardview, Knockadosan, Rathdrum",Wicklow,,"€358,590.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"69 Ardview, Knockadosan, Rathdrum",Wicklow,,"€374,449.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"7 CENTAUR COURT, CENTAUR ST, CARLOW",Carlow,R93A210,"€186,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"7 Fernhill Gate, Leopardstown Road, Foxrock",Dublin,,"€408,256.88",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"7 Oakfield Drive, Oakfield, Dunboyne",Meath,,"€795,053.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"7 SOUTHMEDE, BALLINTEER RD, DUNDRUM DUBLIN 16",Dublin,D16AV45,"€492,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"70 WHEATFIELD, BOGHALL RD, BRAY",Wicklow,A98FN76,"€486,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"71 HAMPTON WOOD AVE, FINGLAS, DUBLIN 11",Dublin,D11V9K7,"€292,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"72 Kingscourt, Callan, Co. Kilkenny",Kilkenny,,"€286,343.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"73 Ardview, Knockadosan, Rathdrum",Wicklow,,"€374,450.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"76 COLLINS AVE EAST, DUBLIN 5, DUBLIN",Dublin,D05X504,"€552,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"777 ST PATRICKS PARK, CELBRIDGE, KILDARE",Kildare,W23DE03,"€347,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"8 BUTLER COURT, MITCHEL ST, THURLES",Tipperary,E41N2D5,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"8 PROSPERITY SQ, BARRACK ST, CORK",Cork,T12R92Y,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"8 Swiftbanks Avenue, Mill Road, Saggart",Dublin,,"€440,528.63",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"81 FINN EBER FORT, FINGLAS, DUBLIN 11",Dublin,D11AHW5,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"82 MANOR VILLAGE, CASTLEBAR, MAYO",Mayo,F23ER26,"€299,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"87 Coill an Easpaig, Portarlington, Laois",Laois,,"€339,207.05",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"9 BAWNOGUE COTTAGES, CLONDALKIN, DUBLIN",Dublin,D22N4A6,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"9 Crannagh Drive, Granges Road",Kilkenny,,"€660,790.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"9 MOYCOURT, MOYVALE, BALLYMAHON",Longford,N39N876,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"9 THE GLEN, KILNACOURT WOODS, PORTARLINGTON",Laois,R32V250,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
06/03/2026,"90 Seven Winds, North Road, Drogheda",Louth,,"€370,000.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
